TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39627646576889693,80606,94,36.28199959088055,-5.786624699595988,1.1772,4.0,GALAXY
39627646576889971,80606,95,36.29220451441845,-5.822810888725319,0.8121,4.0,GALAXY
39627646576890091,80606,39,36.29628249176764,-5.629057921505924,1.308,3.5,GALAXY
39627646576890502,80606,64,36.3089649909291,-5.758538965848548,0.8274,4.0,GALAXY
39627646576890691,80606,51,36.31511949927209,-5.66256939574029,1.6282,2.0,GALAXY
39627646576890753,80606,194,36.31669989169493,-5.867927481053751,1.5422,3.5,GALAXY
39627646576890936,80606,65,36.32191770779876,-5.802901039233424,1.0223,3.0,GALAXY
39627646576891002,80606,57,36.32384593371348,-5.704043877313337,1.6282,1.5,GALAXY
39627646576891183,80606,196,36.33013090382838,-5.847557164141095,1.3481,4.0,GALAXY
39627646576891548,80606,55,36.34261911639943,-5.730541016663233,1.6282,1.5,GALAXY
39627646576891681,80606,92,36.34675442286884,-5.780640150425128,1.0173,4.0,GALAXY
39627646576892167,80606,72,36.36283018602296,-5.709796320969826,1.3355,4.0,GALAXY
39627646576892278,80606,162,36.3673926300922,-5.8090830155777455,0.7717,4.0,GALAXY
39627646576892387,80606,180,36.37131658823981,-5.844969324761588,-0.0004,4.0,STAR
39627646576892740,80606,60,36.38370672379407,-5.788166523749033,1.6284,1.0,GALAXY
39627646576892791,80606,86,36.38536280397793,-5.74606406106719,0.825,4.0,GALAXY
39627646576893215,80606,84,36.39936302319361,-5.70914101388538,0.9767,4.0,GALAXY
39627646581080360,80606,188,36.40958195177139,-5.811568130405341,0.9808,4.0,GALAXY
39627646581080383,80606,61,36.41049176950462,-5.748780924693048,0.8311,4.0,GALAXY
39627646581080690,80606,63,36.4217256707973,-5.650523553914892,0.8564,4.0,GALAXY
39627646581080868,80606,155,36.42775969570028,-5.786282232858311,0.0525,2.0,GALAXY
39627646581081135,80606,99,36.43624876561673,-5.69367668026817,0.2349,4.0,GALAXY
39627646581081661,80606,79,36.45377307386001,-5.753272740315208,0.145,4.0,GALAXY
39627646581081750,80606,167,36.45622519414076,-5.861903755414833,0.8039,4.0,GALAXY
39627646581081819,80606,69,36.45850712786287,-5.66023783210433,1.4794,4.0,GALAXY
39627646581082266,80606,74,36.472881357111966,-5.693389529032778,0.8296,4.0,GALAXY
39627646581082628,80606,97,36.48218722905828,-5.63017216426879,0.8099,4.0,GALAXY
39627646581083015,80606,93,36.49368199312607,-5.721758013879516,1.0691,2.5,GALAXY
39627646581083186,80606,160,36.49879278365113,-5.868016354624321,0.7366,4.0,GALAXY
39627646581083456,80606,182,36.50699602628511,-5.798544419880795,0.1417,0.0,GALAXY
39627646581083737,80606,70,36.51629763357777,-5.702075841168852,1.4774,4.0,GALAXY
39627646581084154,80606,56,36.52876022352859,-5.729964384897851,0.9549,3.5,GALAXY
39627646581084167,80606,163,36.52907176943697,-5.874842743624203,1.5861,4.0,GALAXY
39627646581084343,80606,76,36.53458829544142,-5.681115898061423,1.0017,4.0,GALAXY
39627646581084349,80606,173,36.534804520735285,-5.839874598818012,0.7811,0.0,GALAXY
39627646581084611,80606,170,36.54306799592396,-5.816834189147716,1.3787,3.5,GALAXY
39627646581084749,80606,85,36.54729442451576,-5.700906440570639,1.0712,3.5,GALAXY
39627646581085409,80606,190,36.56575928485001,-5.843194282456639,0.8084,3.5,GALAXY
39627646581085568,80606,91,36.5701263251266,-5.651364364981272,0.9139,4.0,GALAXY
39627646581085581,80606,175,36.57053624894377,-5.757016832496332,1.1111,4.0,GALAXY
39627646581085937,80606,67,36.58095644909968,-5.67785127380577,0.8235,4.0,GALAXY
39627646581086152,80606,193,36.58791670711274,-5.786996832323282,1.4979,1.0,GALAXY
39627646581086701,80606,68,36.60476887892986,-5.714349842889615,0.7984,4.0,GALAXY
39627646581087023,80606,399,36.614357902389706,-5.679486779914815,0.8242,4.0,GALAXY
39627646581087218,80606,166,36.619355152793936,-5.752486289359806,0.8177,3.5,GALAXY
39627646581087388,80606,197,36.62418258212609,-5.801358619883033,1.4728,2.0,GALAXY
39627646581087921,80606,482,36.63776166227028,-5.713131931471478,1.4819,0.0,GALAXY
39627646585274442,80606,395,36.653179397224015,-5.660476488808487,0.9449,4.0,GALAXY
39627646585274470,80606,185,36.6543347839395,-5.8610895806047525,1.6576,4.0,QSO
39627646585274481,80606,494,36.65466978714558,-5.769195476344642,0.859,3.5,GALAXY
39627646585274625,80606,472,36.658734882727565,-5.796199620555488,0.4699,0.0,GALAXY
39627646585274841,80606,467,36.66512037728414,-5.736271716500542,0.141,4.0,GALAXY
39627646585275018,80606,390,36.6702037419682,-5.700312611854955,1.1816,4.0,GALAXY
39627646585275256,80606,452,36.677343798580864,-5.834206423883551,0.2025,4.0,GALAXY
39627646585275419,80606,454,36.68253414614926,-5.777204610441607,0.9753,0.0,GALAXY
39627646585276098,80606,493,36.70167869812592,-5.697206705348619,0.7932,4.0,GALAXY
39627646585276243,80606,473,36.70590568527244,-5.817169018877372,0.8709,0.0,GALAXY
39627646585276443,80606,492,36.7125960577192,-5.839858291939451,1.1436,4.0,GALAXY
39627646585276818,80606,477,36.724011502464606,-5.72936360914555,1.34,0.0,GALAXY
39627646585277119,80606,393,36.73258799933987,-5.637699339204364,1.5503,3.0,GALAXY
39627646585277645,80606,462,36.747182172179606,-5.750330968468782,1.1813,4.0,GALAXY
39627646585277722,80606,456,36.74926876984661,-5.805130570649577,0.9394,4.0,GALAXY
39627646585278658,80606,488,36.776315680111104,-5.775123476761424,0.838,4.0,GALAXY
39627646585278833,80606,315,36.78091882954183,-5.814017352084792,2.0271,2.0,GALAXY
39627646585278837,80606,468,36.78096270434524,-5.678109570287842,0.801,4.0,GALAXY
39627646585279088,80606,310,36.78834987269689,-5.851217719535857,0.9916,4.0,GALAXY
39627646585279285,80606,475,36.79455344101307,-5.657016381449964,1.1549,4.0,GALAXY
39627646585279457,80606,457,36.79973145253,-5.716568297477292,1.2641,3.5,GALAXY
39627646585279649,80606,453,36.80585380673016,-5.74918747002663,1.3345,3.5,GALAXY
39627646585280022,80606,460,36.81808933453302,-5.676129615890821,0.8117,4.0,GALAXY
39627646585280043,80606,464,36.81883469880996,-5.7340246704046525,1.5423,0.0,GALAXY
39627646585280046,80606,450,36.81896849195942,-5.800079753049173,0.7694,3.5,GALAXY
39627646585280208,80606,309,36.823057408288165,-5.836739195828519,0.6828,4.0,GALAXY
39627646585280581,80606,486,36.83470717168612,-5.75916370333952,1.04,3.5,GALAXY
39627646585280781,80606,330,36.84097021155235,-5.873744894748536,2.39,2.0,GALAXY
39627646585281314,80606,4956,36.8577254505591,-5.63365822258622,0.7981,4.0,GALAXY
39627646585281827,80606,4760,36.875739990670326,-5.689811423805622,1.0564,3.5,GALAXY
39627646585281956,80606,316,36.8798514838259,-5.868913176631649,1.3772,4.0,GALAXY
39627646585282101,80606,4795,36.88507335384629,-5.740132252205851,0.8306,4.0,GALAXY
39627646585282578,80606,4769,36.90198721198022,-5.652480178976383,1.2135,3.5,GALAXY
39627646589469200,80606,4796,36.91811812557256,-5.636748301118373,0.7582,4.0,GALAXY
39627646589469338,80606,4761,36.9230742720743,-5.796426320874904,0.7814,4.0,GALAXY
39627646589469451,80606,4793,36.92653453248019,-5.709647281361676,1.0151,0.0,GALAXY
39627646589470056,80606,4783,36.946482106703456,-5.771857711533242,0.7871,4.0,GALAXY
39627646589470138,80606,4777,36.948950850567016,-5.810900132797637,1.2543,4.0,GALAXY
39627646589470316,80606,4794,36.95400852684499,-5.749447665079697,1.3275,4.0,GALAXY
39627646589470797,80606,4788,36.96950753730236,-5.652090124630523,0.155,0.5,GALAXY
39627646589470990,80606,4774,36.9756324252525,-5.7592187903486005,1.178,4.0,GALAXY
39627646589471318,80606,4754,36.98667247817355,-5.841054206382088,0.8121,4.0,GALAXY
39627646589471491,80606,4772,36.99252582950248,-5.681437140522527,1.3506,0.0,GALAXY
39627646589472090,80606,4798,37.012129235172615,-5.786868461088274,0.7711,3.5,GALAXY
39627646589472573,80606,4787,37.02846112271689,-5.751947960076148,1.0835,4.0,GALAXY
39627646589473321,80606,4648,37.0508164747766,-5.627471155991914,0.4916,0.0,GALAXY
39627646589473533,80606,4934,37.05665221097305,-5.753438494080412,1.0261,4.0,GALAXY
39627646589473577,80606,4905,37.05785010395097,-5.814817268157908,1.2537,4.0,GALAXY
39627646589473678,80606,4779,37.060958023430615,-5.71452496862175,1.2039,3.5,GALAXY
39627646589473780,80606,4611,37.06386826889776,-5.6824748129122895,1.6328,2.0,GALAXY
39627646589474644,80606,4914,37.09006468121382,-5.776489111959437,0.6117,4.0,GALAXY
39627646589474719,80606,4925,37.09201331645687,-5.753847696300629,0.3522,4.0,GALAXY
39627646589474769,80606,4947,37.09311332039884,-5.83200187172854,1.2437,4.0,GALAXY
39627646589474813,80606,4607,37.0946459437675,-5.672217140692726,1.3029,3.5,GALAXY
39627646589475257,80606,4908,37.10666677286104,-5.700654105542329,1.0555,4.0,GALAXY
39627646589475717,80606,4931,37.11808280760599,-5.768003726687009,1.0219,4.0,GALAXY
39627646589475795,80606,4919,37.1203596663981,-5.860357082694115,0.8789,4.0,QSO
39627646589475848,80606,4600,37.12176308733407,-5.6320890711823335,0.7863,4.0,GALAXY
39627646589476344,80606,4926,37.1358744396699,-5.807944956429742,0.4953,0.5,GALAXY
39627646589476369,80606,4532,37.1367223466121,-5.681573108622193,1.3658,4.0,GALAXY
39627646589476577,80606,4517,37.14299374044258,-5.654588604834686,0.5572,1.0,GALAXY
39627646589476789,80606,4938,37.14876366999664,-5.839008788633928,1.2763,3.0,GALAXY
39627646593663323,80606,4915,37.163389213928816,-5.792688450794755,0.3203,4.0,GALAXY
39627646593663544,80606,4509,37.16975719470766,-5.6648863058956,1.1004,4.0,GALAXY
39627646593663994,80606,4549,37.18301310302397,-5.63813290851657,1.2746,3.5,GALAXY
