TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39633345037996938,80613,3631,108.80375326680074,56.74785417317248,0.2704,4.0,GALAXY
39633345037996991,80613,3623,108.80951820603916,56.70841045996583,0.1475,4.0,GALAXY
39633345042186339,80613,3904,108.8248438877272,56.62784036529116,0.2342,4.0,GALAXY
39633345042186715,80613,3762,108.85512391651548,56.85915935062732,0.3169,4.0,GALAXY
39633345042186767,80613,3619,108.85890366594884,56.72171021160202,0.2315,4.0,GALAXY
39633345042187028,80613,3911,108.88196378971044,56.63586959977752,0.1935,4.0,GALAXY
39633345042187061,80613,3786,108.88435559839216,56.86492241735202,0.2074,4.0,GALAXY
39633345042187200,80613,3796,108.89766022930286,56.79642674934192,0.3494,4.0,GALAXY
39633345042187669,80613,3600,108.94023026372597,56.71383157077744,0.3601,4.0,GALAXY
39633345042187697,80613,3944,108.94235616303273,56.62754831177889,0.1845,4.0,GALAXY
39633345042187790,80613,3779,108.9501813188696,56.81007396045175,0.3333,4.0,GALAXY
39633345042188054,80613,3635,108.97293961678092,56.73330402123368,0.2609,4.0,GALAXY
39633345042188136,80613,3791,108.97980219926022,56.76520398786786,0.7335,3.0,GALAXY
39633345042188319,80613,3946,108.99665036018496,56.65165114660912,0.2296,4.0,GALAXY
39633345042188344,80613,3939,108.99896108949056,56.6844506010722,0.6033,4.0,GALAXY
39633345042188504,80613,3770,109.01370565164308,56.83951895930908,0.3498,4.0,GALAXY
39633345042188879,80613,3768,109.04702520435104,56.70475055672063,0.2916,4.0,GALAXY
39633345042189812,80613,3941,109.14363665447496,56.655743077197066,0.3404,3.5,GALAXY
39633345042189907,80613,3767,109.15312342542632,56.79324086949125,0.3486,4.0,GALAXY
39633345042190260,80613,3771,109.18841132421969,56.71910468849052,0.0004,4.0,STAR
39633345042190760,80613,3753,109.2366496850203,56.78084212502488,0.2856,4.0,GALAXY
39633345042190867,80613,3608,109.24834536243176,56.65886452237184,0.1825,4.0,GALAXY
39633345046380664,80613,3758,109.27740316636216,56.72614208698604,0.257,4.0,GALAXY
39633345046380730,80613,3759,109.28490686355435,56.840384718290544,0.2959,4.0,GALAXY
39633345046381108,80613,3638,109.32346627276246,56.63105250861331,0.5131,4.0,GALAXY
39633345046381322,80613,3611,109.34685171770082,56.702590841074326,0.2189,4.0,GALAXY
39633345046381967,80613,3624,109.4120822909023,56.68193135301353,0.4709,4.0,GALAXY
39633345046382253,80613,3605,109.4393589795859,56.640973666178375,0.4472,4.0,GALAXY
39633348322134378,80613,2187,104.37293556323112,57.03266211589858,0.4394,4.0,GALAXY
39633348322135083,80613,2188,104.43317325384083,57.03883049174878,0.2769,4.0,GALAXY
39633348322135236,80613,2159,104.44573943598748,56.99782427968844,0.278,4.0,GALAXY
39633348322135360,80613,2155,104.45817168499862,57.08313745449295,0.3186,4.0,GALAXY
39633348322135999,80613,2164,104.51561704448184,57.11464603608662,0.0996,4.0,GALAXY
39633348322136112,80613,2185,104.52578936558486,57.0226921241614,0.2782,4.0,GALAXY
39633348322136133,80613,2177,104.52787157222802,57.05824880248836,0.2465,4.0,GALAXY
39633348322136337,80613,2191,104.54935989881852,56.96733907177889,0.2464,4.0,GALAXY
39633348322136626,80613,2180,104.58103247540004,57.11676161635568,0.1246,4.0,GALAXY
39633348322136716,80613,2166,104.5892991330078,57.087540571302426,0.4246,3.5,GALAXY
39633348326326435,80613,2171,104.63498172439472,56.93890020503093,0.381,4.0,GALAXY
39633348326326609,80613,2153,104.6525459507671,57.01461115777351,0.6702,4.0,GALAXY
39633348326326642,80613,2196,104.65679266369597,57.052070976091066,0.1918,4.0,GALAXY
39633348326327040,80613,2161,104.69283081220075,56.96806816698049,0.4007,4.0,GALAXY
39633348326327186,80613,2194,104.70545275211026,57.08703520468538,0.2044,4.0,GALAXY
39633348326327209,80613,2175,104.70744565434238,57.03356539203446,0.2471,4.0,GALAXY
39633348326327320,80613,2184,104.7177127383165,57.11085822210664,0.1313,4.0,GALAXY
39633348326327633,80613,2199,104.75025441171402,56.9280530498894,0.2776,4.0,GALAXY
39633348326327778,80613,2158,104.76567602349806,57.02067046981395,0.208,4.0,GALAXY
39633348326328004,80613,2179,104.78712815322756,57.09675225162229,0.1794,4.0,GALAXY
39633348326328169,80613,2003,104.80188723190378,56.88253487015983,0.1301,4.0,GALAXY
39633348326328242,80613,2154,104.80878078479356,56.96425913217904,0.1933,4.0,GALAXY
39633348326328378,80613,2197,104.8212515556752,56.98764632513711,0.494,4.0,GALAXY
39633348326328458,80613,2190,104.82809398083552,57.07338780671167,0.396,4.0,GALAXY
39633348326328732,80613,2014,104.85085378404536,56.88792923527959,0.1106,4.0,GALAXY
39633348326328939,80613,2039,104.87060728615766,56.97367184503759,0.248,4.0,GALAXY
39633348326328952,80613,2030,104.87250589025832,57.01529989214213,0.3951,4.0,GALAXY
39633348326329081,80613,2038,104.88615160931349,57.06486412865052,0.3963,4.0,GALAXY
39633348326329264,80613,2170,104.90433742024764,57.1249958706565,0.2078,4.0,GALAXY
39633348326329357,80613,2024,104.9155772207073,56.90750327161886,0.2768,4.0,GALAXY
39633348326329488,80613,2004,104.928914984594,56.94673309368959,-0.0001,4.0,STAR
39633348326329655,80613,2308,104.94719532566012,57.0719526857536,0.191,4.0,GALAXY
39633348326330305,80613,2009,105.0164773994767,56.887622963189294,0.1303,4.0,GALAXY
39633348326330358,80613,2313,105.0210013470418,57.06160415465939,0.0284,3.0,GALAXY
39633348326330437,80613,2013,105.03054817930276,57.00515409000662,0.2481,4.0,GALAXY
39633348326330578,80613,2319,105.0469560688851,57.08340380385848,0.0,4.0,STAR
39633348326330791,80613,2012,105.069998583276,56.956325392398746,0.6023,4.0,GALAXY
39633348330520692,80613,2033,105.08163132144526,56.99512661827369,0.2718,4.0,GALAXY
39633348330520940,80613,2344,105.10910007824336,57.10660789698648,0.1673,4.0,GALAXY
39633348330521052,80613,2435,105.1211476822152,56.88311707163537,0.4629,4.0,GALAXY
39633348330521430,80613,2339,105.15887299206328,57.042883663668704,0.1511,4.0,GALAXY
39633348330521582,80613,2336,105.1724818883034,57.09189953511776,0.1906,4.0,GALAXY
39633348330521852,80613,2419,105.19874559212111,56.94893175564722,0.1511,4.0,GALAXY
39633348330522008,80613,2305,105.21174204466864,57.019788355155626,0.2485,4.0,GALAXY
39633348330522039,80613,2322,105.21561565071356,57.100321699142526,0.5652,4.0,GALAXY
39633348330522068,80613,2300,105.21821224903285,57.05611775503977,0.5639,3.5,GALAXY
39633348330522526,80613,2068,105.26555941027893,57.00783269231323,0.225,4.0,GALAXY
39633348330522775,80613,2091,105.29435730516904,57.05000310704094,0.1242,3.5,GALAXY
39633348330522913,80613,2081,105.31146560286676,56.907266455727374,0.0837,4.0,GALAXY
39633348330523263,80613,2097,105.34599361707022,57.025597090979424,0.3394,4.0,GALAXY
39633348330523313,80613,2069,105.3505442774776,56.97960245767657,0.0554,4.0,GALAXY
39633348330523343,80613,2061,105.35442656672748,57.10668463267281,0.1237,4.0,GALAXY
39633348330524350,80613,2088,105.47146357722944,56.94167490908893,0.6481,4.0,GALAXY
39633348330524490,80613,2058,105.48962293937964,57.1107178382991,0.3274,4.0,GALAXY
39633348330524491,80613,2098,105.48998213245738,56.97686781089955,0.1492,4.0,GALAXY
39633348330524667,80613,2374,105.51477713920131,56.88171500590733,0.2952,4.0,GALAXY
39633348330524752,80613,2358,105.52553523169476,56.925003316678975,0.3373,4.0,GALAXY
39633348334715174,80613,2057,105.56050165814072,57.08444015869956,0.1498,4.0,GALAXY
39633348334715247,80613,2085,105.56992461672462,57.113954665666384,0.1937,4.0,GALAXY
39633348334715425,80613,2357,105.59334664372692,56.98314773083771,0.1499,4.0,GALAXY
39633348334715638,80613,2080,105.61705910458234,57.01354949374432,0.1486,4.0,GALAXY
39633348334715741,80613,2055,105.63034588495825,57.06292092017272,0.1496,4.0,GALAXY
