TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39627829503066473,80609,1215,148.76652685173855,1.6917588079882442,1.2357,4.0,GALAXY
39627829503066759,80609,1240,148.77988994271453,1.8436569366239133,0.3117,4.0,GALAXY
39627829503067176,80609,1239,148.79975133716093,1.793697699478828,0.7493,4.0,GALAXY
39627829503067370,80609,1237,148.80740566862988,1.6609094355078329,0.8117,4.0,GALAXY
39627829503067501,80609,1248,148.81333726272905,1.7789331136774231,0.9346,4.0,GALAXY
39627829503068362,80609,1213,148.8520310791492,1.7685379334412146,0.3136,4.0,GALAXY
39627829503068839,80609,1220,148.87381276181475,1.7283468464812617,0.8515,4.0,GALAXY
39627829503069590,80609,1300,148.9119079547265,1.848443782299068,0.8796,3.0,GALAXY
39627829503069790,80609,1325,148.92117371050938,1.8176602128848536,0.8495,4.0,GALAXY
39627829503069987,80609,1238,148.9328605937211,1.677684371076169,0.0987,4.0,GALAXY
39627829503070088,80609,1211,148.937740292334,1.734083927633152,0.5809,4.0,GALAXY
39627829503070606,80609,1308,148.9663567695588,1.7414290104475858,0.3753,4.0,GALAXY
39627829503071218,80609,1346,148.99712279356083,1.8080976695539768,0.9935,4.0,GALAXY
39627829507261132,80609,1338,149.03396946556896,1.7995947429771169,2.4915,3.667,QSO
39627829507261275,80609,1315,149.04142021871257,1.750915639974972,0.6351,4.0,GALAXY
39627829507261805,80609,1337,149.06345223448432,1.8529482257816048,1.13,4.0,GALAXY
39627829507262161,80609,1343,149.07872477970088,1.7849826894388576,0.8757,4.0,GALAXY
39627829507262555,80609,1321,149.09818853152402,1.8473764015813767,1.1092,4.0,GALAXY
39627829507263780,80609,1328,149.15344432223517,1.7435142395913057,0.6351,4.0,GALAXY
39627829507263959,80609,1115,149.16194597099434,1.845510606711379,0.7912,4.0,GALAXY
39627829507265531,80609,1145,149.23929011166555,1.8715229718326976,1.2417,4.0,GALAXY
39627829507265644,80609,1043,149.24443738494597,1.823250227539194,0.8999,4.0,GALAXY
39627829511455141,80609,1487,149.26649096564114,1.6436996649858966,0.3584,4.0,GALAXY
39627829511455538,80609,1006,149.28502159606947,1.7965521303118903,0.851,4.0,GALAXY
39627829511456218,80609,1007,149.3155098319964,1.785217899433856,0.7894,4.0,GALAXY
39627829511456279,80609,1016,149.31787803615703,1.7483620548318377,0.3948,4.0,GALAXY
39627829511456372,80609,1027,149.3210945664318,1.7018808245016823,0.9516,4.0,GALAXY
39627829511456509,80609,1044,149.32675746815906,1.6525261342419284,0.6994,4.0,GALAXY
39627829511457100,80609,1268,149.35513118510724,1.8582878280604784,0.878,4.0,GALAXY
39627829511457169,80609,1033,149.35749357389568,1.76957773709794,0.7588,4.0,GALAXY
39627829511457186,80609,1002,149.35791387466105,1.8149322606449791,0.5908,4.0,GALAXY
39627829511457431,80609,1023,149.3684275263666,1.7187353123690396,0.5707,4.0,GALAXY
39627829511457826,80609,1263,149.3847898934014,1.8426702096520584,0.6715,4.0,GALAXY
39627829511458043,80609,1264,149.39407537754695,1.7807430914480018,0.9008,4.0,GALAXY
39627829511458081,80609,1021,149.3954350558108,1.7420452903857233,0.6407,4.0,GALAXY
39627829511458695,80609,1284,149.42025562582194,1.8531544565469749,1.0556,4.0,GALAXY
39627829511459167,80609,1275,149.43786525504837,1.776677085844536,0.7903,4.0,GALAXY
39627829511459693,80609,1287,149.45875818186047,1.752101170812022,0.5735,4.0,GALAXY
39627829511459792,80609,946,149.46266342759188,1.672793132756936,0.2963,4.0,GALAXY
39627829511460390,80609,1274,149.48569284913833,1.8156836718498115,0.5304,4.0,GALAXY
39627829515649675,80609,1272,149.52784161185275,1.8171422261461196,0.7859,4.0,GALAXY
39627829515649793,80609,1258,149.53411680891443,1.8493323738227687,0.936,4.0,GALAXY
39627829515649931,80609,943,149.54115555859352,1.6471439855907517,0.9006,4.0,GALAXY
39627829515650599,80609,731,149.57627965374283,1.7679415637577325,0.594,4.0,GALAXY
39627829515650673,80609,918,149.57995639673678,1.6513660832983823,0.2838,4.0,GALAXY
39627829515650819,80609,610,149.5874527339854,1.6281714014956037,1.3174,4.0,GALAXY
39627829515651640,80609,719,149.63097762074418,1.7025139708118917,0.8028,4.0,GALAXY
39627829515652285,80609,728,149.66875015173449,1.709558835731852,0.7562,4.0,GALAXY
39627829515652346,80609,625,149.6721742432537,1.6502103152540513,0.6705,4.0,GALAXY
39627829515652828,80609,729,149.6985773971186,1.809073014278988,0.6027,4.0,GALAXY
39627829515653060,80609,725,149.71037952350383,1.7292810586336247,0.8364,4.0,GALAXY
39627829515653162,80609,737,149.7157087101279,1.845760918986066,0.6746,4.0,GALAXY
39627829515653398,80609,741,149.7266287037139,1.7966573199940523,0.7001,4.0,GALAXY
39627829519844012,80609,945,149.7837242609548,1.7051933207652767,0.7459,4.0,GALAXY
39627829519844167,80609,630,149.79271928152338,1.6293571274070693,0.6993,4.0,GALAXY
39627829519844170,80609,948,149.7929081034784,1.7355727807005967,0.5311,4.0,GALAXY
39627829519844392,80609,917,149.80385193332472,1.7954416508429296,0.6688,4.0,GALAXY
39627829519845041,80609,922,149.8346279097686,1.7960438328779504,0.7433,4.0,GALAXY
39627829519845118,80609,913,149.83882532839309,1.683038657921838,0.7464,4.0,GALAXY
39627829519845555,80609,941,149.8611775331739,1.838684788038772,0.4448,4.0,GALAXY
39627829519845646,80609,927,149.8661545493905,1.7074082383032645,0.0003,4.0,STAR
39627829519846113,80609,938,149.89081065792362,1.683790664228563,0.7471,4.0,GALAXY
39627829519846217,80609,903,149.896325643333,1.8497447672478495,0.637,4.0,GALAXY
39627829519846473,80609,925,149.91075408506669,1.662506996506339,0.6297,4.0,GALAXY
39627829519846559,80609,944,149.91579559335025,1.7568302314115871,0.8504,4.0,GALAXY
39627829519846936,80609,926,149.93736487235768,1.7388887310346322,0.8632,4.0,GALAXY
39627829519847107,80609,905,149.94613644014422,1.85810930727766,0.966,4.0,GALAXY
39627829519847370,80609,908,149.96247291183906,1.7904041676660936,0.9007,4.0,GALAXY
39627829519847665,80609,923,149.97914145269445,1.8091278451374424,0.8297,4.0,GALAXY
39627829524038076,80609,445,150.02036591751008,1.7041254756816004,0.8273,3.0,GALAXY
39627829524038426,80609,409,150.03688360364802,1.820575644373088,1.0241,4.0,GALAXY
39627829524038524,80609,426,150.0409388648414,1.7637095261757851,0.9267,4.0,GALAXY
39627829524038643,80609,407,150.0458638773813,1.644584316102898,0.9114,4.0,GALAXY
39627829524039030,80609,402,150.06518314768,1.8492749421393533,1.2264,4.0,GALAXY
39627829524039220,80609,434,150.07461398176048,1.6937351449650326,0.8498,4.0,GALAXY
39627829524039659,80609,137,150.09855438052708,1.726825257483181,0.9692,3.0,GALAXY
39627829524039965,80609,126,150.11585517118843,1.6693636235309086,0.7449,4.0,GALAXY
39627829524040329,80609,149,150.1358841796499,1.7508730786081947,0.4036,4.0,GALAXY
39627829524040460,80609,418,150.1420049308579,1.8707439483253687,0.9184,3.5,GALAXY
39627829524040578,80609,119,150.14737962641655,1.715060684784144,0.7393,4.0,GALAXY
39627829524040697,80609,127,150.1541112552945,1.7733098660407134,0.6783,4.0,GALAXY
39627829524041301,80609,416,150.1788755235239,1.8643832942571443,0.8915,4.0,GALAXY
39627829524041384,80609,104,150.18231218880044,1.7007994117346574,0.7418,4.0,GALAXY
39627829524041673,80609,138,150.1938156178123,1.820984444216891,0.8943,4.0,GALAXY
39627829524042331,80609,107,150.21847912313538,1.6827521980155191,0.7409,3.0,GALAXY
39627829524042649,80609,141,150.23187036577292,1.6630127383101077,0.909,4.0,GALAXY
39627829524042864,80609,125,150.24180755048332,1.763560104928152,0.9172,4.0,GALAXY
39627829528232080,80609,132,150.2551798304212,1.7145233742820425,0.9329,4.0,GALAXY
39627829528232497,80609,124,150.2769746845716,1.6820855218671182,0.9743,4.0,GALAXY
39627829528232749,80609,4899,150.28884238475953,1.8219759854295996,0.9755,4.0,GALAXY
39627829528232977,80609,4881,150.3010031541523,1.7312316589340817,0.9886,4.0,GALAXY
39627829528234230,80609,4567,150.35754622941698,1.8589765420717927,0.5537,4.0,GALAXY
39627829528234344,80609,4865,150.3629809858194,1.6293269125488032,0.526,4.0,GALAXY
39627829528234631,80609,4854,150.37596319853148,1.6722915373435916,0.701,4.0,GALAXY
39627829528234709,80609,4873,150.37893831591504,1.7674567321843968,0.9331,4.0,GALAXY
39627829528234887,80609,4551,150.38660363077915,1.7931135652350496,0.8871,3.5,GALAXY
39627829528235124,80609,4570,150.39718090904898,1.83484106000916,0.961,4.0,GALAXY
39627829528235251,80609,4852,150.40321442006294,1.6439830037951608,0.436,4.0,GALAXY
39627829528235694,80609,4579,150.4215205997518,1.7878924188111294,1.0416,4.0,GALAXY
39627829528235744,80609,4893,150.42389078072569,1.6963290984869988,0.7024,4.0,GALAXY
